"id","name","category_id"
"008a6bf7-e950-4f97-bfde-fc9479fd86b1","passenger_vehicle-vehicle_type_business_travel_upper_medium_car-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na","4a29213c-89f5-4a69-abf5-d8c4f46d56ee"
"008a8d70-decb-4d15-93f6-f8735e12de21","vehicle_parts-type_other_miscellaneous_motor_vehicle_parts","949f267b-188d-49ed-9729-c1d7d41db6ed"
"00916f16-58fd-45b9-9d9a-286d560b40a5","maintenance_repair-type_residential_maintenance_repair","c45ae03a-d03f-41f7-8994-c678b2e3e345"
"0093ff4e-9caf-46ac-b3bc-b1d761e74b8e","passenger_vehicle-vehicle_type_car-fuel_source_petrol_phev-distance_na-engine_size_small","bcdf2fc1-2298-49a3-b905-cf883b5b4954"
"009ffe57-23cc-43e1-9f10-88388a6dc2c3","cpu-provider_aws-type_r4.2xlarge_xeon_e5_2686_v4","a03c1b4c-f743-41b9-914d-c0952280e08d"
"00a1fabf-f362-47d9-b8e3-eff77eb6f0d4","cpu-provider_aws-type_cache.r6g.2xlarge_graviton2","a03c1b4c-f743-41b9-914d-c0952280e08d"
"00a61891-2b5f-4782-a8c6-fe86e95c0876","fugitive_gas-type_r600a","faa93cb6-b2d2-49dd-8fed-f58d255dc679"
"00b1650a-e5e2-41b8-b67c-6be3ef574836","electricity-supply_grid-source_supplier_mix-supplier_so_energy","dd61d2d0-ce16-4e7e-a197-f9b122923656"
"00d1ce09-f396-43f8-9de8-fa612bbd7421","freight_train-route_type_na-fuel_type_electricity-load_type_container","58162142-e4a6-4177-976e-f0f55bc0be10"
"00d2f6d4-da4e-44fc-9f52-d8c6d138f249","freight_flight-route_type_international-distance_long_haul-weight_na-rf_included-method_na-aircraft_type_na-distance_uplift_na","5750e614-5cca-49ee-8fb8-3261d807ea79"
"00f0f493-520a-4675-a519-a7ac698f2c93","livestock_farming-type_hog_and_pig_farming","63580f04-c8fa-461a-af2f-852351a37ae1"
"00f1acc7-841c-4b58-a1ff-7e7345bf9b0b","cpu-provider_gcp-type_n1_n1_highmem_16_skylake","a03c1b4c-f743-41b9-914d-c0952280e08d"
"00f85984-4bec-42ae-8521-631005219ad8","building_materials-type_concrete-components_30_percent_pfa_cement_replacement-total_cementitious_content_340_kg_per_m3","f648aadb-00b2-49b1-97e1-6f64a4df28b6"
"0108c13b-0929-4ad1-98f9-bff4b9d78e3c","freight_vehicle-vehicle_type_hgv_articulated_refrigerated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_34t_lt_40t-distance_uplift_included","8bed1760-f1fe-46a6-bf33-f28e94bf0136"
"01117aca-d3b4-48c6-9e74-c6915825346d","sea_freight-vessel_type_other_liquids_tankers-route_type_na-vessel_length_na-tonnage_lt_1dwkt-fuel_source_mdo-load_type_na-distance_basis_sfd","08640fa1-c861-49dc-9c8c-a43e574d71a0"
"011226e5-01be-49a7-96da-98b7fb06c942","fuel-type_coal_slime-fuel_use_na","912aa14c-8806-4b25-89b2-5beb05e7eaab"
"01146ebb-0167-4dd5-8056-878718301ab0","fugitive_gas-type_acetone","faa93cb6-b2d2-49dd-8fed-f58d255dc679"
"0114f7aa-6653-46fe-af03-0271d01cb233","storage-provider_gcp-region_us_west_2-type_ssd","32f3488c-8b21-4a66-95ae-6d7253e9cd37"
"011ba23b-a43e-4b06-a496-562200ed33e2","cpu-provider_azure-type_constrained_vcpus_capable_e8_4s_v4","a03c1b4c-f743-41b9-914d-c0952280e08d"
"011e7e9b-c4f2-4e2c-a1ed-9e08a6ec633b","electrical_equipment-type_heaters_air_conditioners","3ba31c82-d8c2-468d-b5a5-682a40cdc58b"
"01212e56-6a4b-47ec-8797-555b99bccfbe","cpu-provider_azure-type_constrained_vcpus_capable_e8_2as_v4","a03c1b4c-f743-41b9-914d-c0952280e08d"
"012bb802-6494-42cd-8cb3-d8bbd777287f","cpu-provider_aws-type_c4.xlarge_xeon_e5_2666_v3","a03c1b4c-f743-41b9-914d-c0952280e08d"
"013cdac8-fec5-4725-b389-ce8088779848","building_materials-type_concrete-components_30_percent_pfa_cement_replacement-total_cementitious_content_480_kg_per_m3","f648aadb-00b2-49b1-97e1-6f64a4df28b6"
"013eed06-84c0-46f4-b0d1-c2a018a2cbe6","sea_freight-vessel_type_container_reefer_refrigerated-route_type_intra_africa-vessel_length_na-tonnage_na-fuel_source_na-distance_basis_sfd","08640fa1-c861-49dc-9c8c-a43e574d71a0"
"01421e16-f38c-4806-8659-3968301e2bb2","building_materials-type_concrete_block_wall_single_skin_concrete_block_solid_high_density_average_strength_inc_mortar_not_inc_construction_waste-size_90_mm_thickness_wall","f648aadb-00b2-49b1-97e1-6f64a4df28b6"
"0149e9da-6a98-4295-a53a-33602461f5c3","fugitive_gas-type_hfc_152","faa93cb6-b2d2-49dd-8fed-f58d255dc679"
"014d12fa-5e85-491a-b4d7-05f125013bc9","financial_services-type_mortgage_interest_payments","772e9f8b-416f-4066-ac47-193f7908b146"
"015500db-8615-4f90-958b-9aca6e346875","electronics-type_tablet_lenovo_tab_k10_10.3_inches","f161ddaa-c463-4482-8b59-27332a52ccb3"
"0157fd8d-2c49-449d-ad0a-6e6f24ac2441","building_materials-type_brick_filled_with_insulating_material","f648aadb-00b2-49b1-97e1-6f64a4df28b6"
"016854d0-5db9-407c-8d47-ebc8d6d654a8","cpu-provider_azure-type_m_series_m128ms_cascade_lake","a03c1b4c-f743-41b9-914d-c0952280e08d"
"0168eab2-4d6a-42b8-a561-bd4c1e3ad510","fuel-type_ethylene-fuel_use_stationary","912aa14c-8806-4b25-89b2-5beb05e7eaab"
"0169a47e-03bb-4b9e-b026-3368341ebc69","fugitive_gas-type_pcf_9_1_18","faa93cb6-b2d2-49dd-8fed-f58d255dc679"
"0173c065-0035-4030-b308-376dd6157083","cpu-provider_gcp-type_n2_n2_standard_2_cascade_lake","a03c1b4c-f743-41b9-914d-c0952280e08d"
"017e03c2-305d-40a7-9b89-fb6d6ba16d80","metals-type_other_basic_metals_and_casting","a91d5059-7781-4832-ba3c-722ed7311f8c"
"01806119-6832-4edc-b6b0-e9f797c3d0cf","cpu-provider_gcp-type_n1_n1_standard_2_haswell","a03c1b4c-f743-41b9-914d-c0952280e08d"
"0182ad15-f664-45d1-92c7-fa821acf810b","building_materials-type_asphalt_4_percent_binder_content","f648aadb-00b2-49b1-97e1-6f64a4df28b6"
"018811b9-a2c1-416e-9449-978e6a3081df","freight_vehicle-vehicle_type_hgv_refrig_all_artics-fuel_source_diesel-vehicle_weight_na-percentage_load_50","4a29213c-89f5-4a69-abf5-d8c4f46d56ee"
"01912634-e6ae-41c3-bacc-6448ab1359b1","wholesale_trade-type_other_durable_goods_merchant_wholesalers","1c521391-f96b-4e6b-80d2-73d4f1137833"
"0194ffcc-7d42-4570-a94b-afb5942b5ec4","wholesale_trade-type_personal_and_household_goods_wholesale_margins","1c521391-f96b-4e6b-80d2-73d4f1137833"
"019d8242-0e76-49de-81f9-195e4bd5a0d1","managed_assets_vehicle-vehicle_type_business_travel_small_car-fuel_source_phev-engine_size_na-vehicle_age_na-vehicle_weight_na","4a29213c-89f5-4a69-abf5-d8c4f46d56ee"
"01a38194-d6e1-41f7-bdea-f8ee490ce6ff","fuel-type_propane-fuel_use_stationary","912aa14c-8806-4b25-89b2-5beb05e7eaab"
"01a74452-b28a-4d90-9410-635962708675","machinery-type_mechanical_power_transmission_equipment","1eae85de-7001-47cc-b474-4d3e2ecfded1"
"01b1b2c1-d4c0-4b30-b383-ab50b1b71c80","sea_freight-vessel_type_container_reefer_refrigerated-route_type_asia_to_from_middle_east_india-vessel_length_na-tonnage_na-fuel_source_na-distance_basis_sfd","08640fa1-c861-49dc-9c8c-a43e574d71a0"
"01b43169-5584-4f35-821b-9e9ccf02e4ed","consumer_goods-type_dry_condensed_evaporated_dairy","88602077-c287-4b2c-a90d-2519b56a6a4f"
"01b457b2-7242-48a3-bc29-181494e1e3f8","sea_freight-vessel_type_container_reefer_refrigerated-route_type_asia_northern_europe-vessel_length_na-tonnage_na-fuel_source_na","08640fa1-c861-49dc-9c8c-a43e574d71a0"
"01bacc2c-f89a-4108-b914-33d01caffd46","plastics_rubber-type_waste_and_scrap_of_plastic_and_rubber","b3a7bea1-94f8-4db0-a3f8-9148a2f9469d"
"01c12020-7204-434a-86e9-a1c16804f80c","sea_freight-vessel_type_tanker-route_type_na-vessel_length_na-tonnage_gt_10000dwt_lt_19999dwt-fuel_source_na","08640fa1-c861-49dc-9c8c-a43e574d71a0"
"01c54e7f-716b-40cd-8be5-39f8a08b8112","passenger_flight-route_type_international-aircraft_type_na-distance_long_haul_gt_3700km-class_na-rf_included-distance_uplift_included","98b77930-85c7-4154-9ffc-56605b96a1f0"
"01c63d2a-3d97-4762-9324-f5d1add597ca","passenger_vehicle-vehicle_type_car-fuel_source_diesel-engine_size_gte_3000cc-vehicle_age_post_2015-vehicle_weight_na","4a29213c-89f5-4a69-abf5-d8c4f46d56ee"
"01f169fc-acc1-4599-983a-5d22f04e4b95","waste-type_plasterboard-disposal_method_landfill","70181ca1-cfe5-44bf-b806-7cbb81f10e0d"
"01f3d805-6173-4901-aaff-2332753ac3f3","metal_products-type_weapons_and_ammunition","9b0b32d0-a28a-4cfa-886b-d9cb158c7a0e"
"01fda778-50d5-434c-b3c8-35474c0026ed","delivery_vehicles_and_freight-vehicle_type_hgv_all_rigids-fuel_source_diesel-vehicle_weight_na-percentage_load_50","4a29213c-89f5-4a69-abf5-d8c4f46d56ee"
"0203e8fc-6440-47ba-a7df-c15542fab2eb","real_estate-type_residential_property_managers","335668b2-78de-406a-92e6-96d33896a8b6"
"020492c8-8a30-4148-94b3-45c7f6f765ac","cpu-provider_azure-type_fs_series_f8s","a03c1b4c-f743-41b9-914d-c0952280e08d"
"02078b88-8c39-444e-92db-39d8b3c58b07","timber_forestry-type_medium_density_fiberboard","96ec9b04-909a-4bda-85b3-25c2f827264b"
"021b8823-fea3-4602-aed7-19c55cabd9cd","fugitive_gas-type_r_410b","faa93cb6-b2d2-49dd-8fed-f58d255dc679"
"021bdad0-bcf1-4c46-ab43-2e20799b84fd","arable_farming-type_fresh_green_beans-origin_region_uk_import_market_mix","fd9781a3-a775-46ca-af5c-c7066c0605dd"
"0228799e-6e2b-4f6c-8c2d-862feb2916f3","organizational_activities-type_public_administration_and_defence_services_compulsory_social_security_services","623e3f38-8cae-4d2e-8298-afa5ec719b18"
"022d8538-d343-4a68-b88d-37585a2398de","fuel-type_blast_furnace_gas_net-fuel_use_na","912aa14c-8806-4b25-89b2-5beb05e7eaab"
"02342611-7803-4efd-820e-33c5484907c9","delivery_vehicles_and_freight-vehicle_type_van-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_lt_3.5t","4a29213c-89f5-4a69-abf5-d8c4f46d56ee"
"023a022c-cdcd-43ce-9d96-fb1f0b6ca866","delivery_vehicles_and_freight-vehicle_type_hgv_refrig_rigid-fuel_source_diesel-vehicle_weight_gt_17t-percentage_load_100","4a29213c-89f5-4a69-abf5-d8c4f46d56ee"
"0242d48d-6c60-4b9c-b41b-1851fe3d7622","passenger_vehicle-vehicle_type_hgv-fuel_source_diesel_hev-engine_size_na-vehicle_age_post_2015-vehicle_weight_gt_10t_lt_12t","4a29213c-89f5-4a69-abf5-d8c4f46d56ee"
"0248b0aa-c7ee-4858-bb17-8ad999e94a4e","transport_services-type_other_warehousing_and_storage","91254913-2534-405b-aa8b-610bae785b69"
"02544e9a-3c8d-48e8-a134-26ccfcc30aa1","arable_farming-type_nursery_and_tree_production","fd9781a3-a775-46ca-af5c-c7066c0605dd"
"0261f005-d263-445b-986d-d7df3e18d056","fuel-type_coal_tar_net-fuel_use_na","912aa14c-8806-4b25-89b2-5beb05e7eaab"
"026a5dfb-6fba-44dc-b340-7c0dfeecf80f","waste-type_aggregates-disposal_method_landfill","70181ca1-cfe5-44bf-b806-7cbb81f10e0d"
"0270e0cb-6c7e-40cc-bd1d-216b7f209dc2","freight_vehicle-vehicle_type_articulated_truck-fuel_source_cng_or_diesel-vehicle_weight_lte_40t-load_type_container-distance_basis_sfd","8bed1760-f1fe-46a6-bf33-f28e94bf0136"
"028ebcd8-fae7-4158-8abd-132ebaa1face","cpu-provider_gcp-type_e2_e2_standard_16_broadwell","a03c1b4c-f743-41b9-914d-c0952280e08d"
"02904637-2597-4957-b6d8-5b435a662ee8","arable_farming-fertilizer_nitrate_based_wet_climate_indirect","fd9781a3-a775-46ca-af5c-c7066c0605dd"
"0291fbe1-d12e-4bf0-98f2-104640eb59e8","insurance-type_direct_life_insurance_carriers","1cc95afc-b171-412c-abd5-57c3af9317f5"
"0293028b-02cd-43cc-bf8a-4fcae5aa0f47","cpu-provider_aws-type_r5d.4xlarge_xeon_platinum_8259cl","a03c1b4c-f743-41b9-914d-c0952280e08d"
"0295376d-bdfc-487e-949c-faed5620f91b","metals-type_precious_metals","a91d5059-7781-4832-ba3c-722ed7311f8c"
"029670bc-6df0-4dce-b954-635361daae2b","waste-type_household_residual_waste-disposal_method_open_loop","cb7ff96a-0828-401d-874d-010a9c524d2e"
"0297bcea-30c6-4af1-8231-ce8dfc39763d","building_materials-type_concrete-components_30_percent_pfa_cement_replacement-total_cementitious_content_280_kg_per_m3","f648aadb-00b2-49b1-97e1-6f64a4df28b6"
"02aad363-751c-4863-94ec-50c8b4a71028","livestock_farming-type_other_poultry_production","63580f04-c8fa-461a-af2f-852351a37ae1"
"02ada9f4-e9b0-4547-a046-758afd2a476e","textiles-type_high_count_pure_wool_fabric","70994ec6-14aa-4cdf-aa46-582bf81047ef"
"02b200aa-04b3-42e7-828c-c2b3707eb2e1","general_retail-type_gift_novelty_and_souvenir_stores","32920a1f-19f8-4a5c-9849-6d0e8a299fde"
"02b72774-2dd1-4513-a0cc-2d18183b51e4","fugitive_gas-type_pfc_3_1_10","faa93cb6-b2d2-49dd-8fed-f58d255dc679"
"02c532c5-1d48-4b7f-8406-d7731ab2df76","consumer_goods-type_ice_cream_pp_tub_with_ldpe_lid-origin_region_multi_region","88602077-c287-4b2c-a90d-2519b56a6a4f"
"02caf1e6-da3b-418a-9e31-2f61aed993ec","sea_freight-vessel_type_cargo-route_type_inland_western_europe-vessel_length_gt_85m_lt_86m-tonnage_na-fuel_source_na","08640fa1-c861-49dc-9c8c-a43e574d71a0"
"02e233ab-9899-4e1f-83b2-0207e2fbc5b9","building_materials-type_concrete-components_ordinary_portland_cement-components_cem_i-total_cementitious_content_480_kg_per_m3","f648aadb-00b2-49b1-97e1-6f64a4df28b6"
"02e41358-947f-4941-8f51-0debc21345fd","cpu-provider_gcp-type_n1_n1_highmem_64_ivy_bridge","a03c1b4c-f743-41b9-914d-c0952280e08d"
"02e72829-ab5b-47f7-828a-d1a0bff453cc","pavement_surfaces-type_stone_mastic_asphalt_sma","f211d01c-9231-4e98-88e3-93cfbe3c913e"
"02e982ba-c594-49ac-9e0e-59a657c94ed1","livestock_farming-type_pork_fresh_chilled_or_frozen","63580f04-c8fa-461a-af2f-852351a37ae1"
"02f26e52-7c87-4a13-bb6f-9914e92ceecb","waste-type_fruits_and_vegetables-disposal_method_landfilled","cf9b9066-14a8-4ffc-a453-8052d394560a"
"02fa79e2-e7d7-4367-bf77-988e1ed7803e","cpu-provider_azure-type_constrained_vcpus_capable_m32_8ms","a03c1b4c-f743-41b9-914d-c0952280e08d"
"02fc0749-6769-4c4b-8d5b-285d7efe18b5","consumer_goods-type_ice","88602077-c287-4b2c-a90d-2519b56a6a4f"
"0303ceba-49ca-4f2e-bfc9-1c006a041ca0","arable_farming-type_fresh_vegetables_except_potatoes","fd9781a3-a775-46ca-af5c-c7066c0605dd"
"0305221e-8da1-45e5-bbff-e939f41624ec","freight_vehicle-vehicle_type_hgv_refrig-fuel_source_diesel-vehicle_weight_na-percentage_load_na","8bed1760-f1fe-46a6-bf33-f28e94bf0136"
"030e5cf9-88a4-4fa1-ad14-4a6c7ce1dd66","delivery_vehicles_and_freight-vehicle_type_hgv_all_rigids-fuel_source_diesel-vehicle_weight_na-percentage_load_0","4a29213c-89f5-4a69-abf5-d8c4f46d56ee"
"0313f1f6-2676-4f2f-ad3f-46204afc1c2f","chemicals-type_dyes_and_pigments","0fd8c166-a88e-4185-8eb4-84a8c77670cf"
"0314a008-724a-4680-a806-7fef81dd5382","arable_farming-fertilizer_nitrate_based_dry_climate_indirect","fd9781a3-a775-46ca-af5c-c7066c0605dd"
"0316da16-239d-4901-83b8-08d564e7cbdd","sea_freight-vessel_type_liquefied_gas_tanker-route_type_na-vessel_length_na-tonnage_gte_100000cbm_lt_200000cbm-fuel_source_mdo-load_type_na-distance_basis_sfd","08640fa1-c861-49dc-9c8c-a43e574d71a0"
"0317c5dd-4c76-4e23-b2e8-38babf5e4105","building_materials-type_concrete-components_1_to_concrete-components_1_to_2_cement_to_sand_to_aggregate_with_uk_average_cement_replacement_rate","f648aadb-00b2-49b1-97e1-6f64a4df28b6"
"031eecb5-aa13-4917-80d1-8799057891bc","building_materials-type_mortar_1_to_2_to_9_cement_to_lime_to_sand_mix_using_average_uk_cement_mix","f648aadb-00b2-49b1-97e1-6f64a4df28b6"
"0325693b-570b-4bdf-b5a8-edb93c25c04c","passenger_flight-route_type_international-aircraft_type_na-distance_na-class_na-rf_na","98b77930-85c7-4154-9ffc-56605b96a1f0"
"03285ce6-0d97-420c-bbdb-982afcd99617","waste-type_weee_lha_cold_at_end_of_life-disposal_method_average_end_of_life_with_upstream_losses","e7513cbf-23dc-457e-9501-902088c68672"
"033199bc-ce0a-4224-8e57-fb3ccb464bd8","cpu-provider_azure-type_e2s_64s_v3_e32s_v3_broadwell","a03c1b4c-f743-41b9-914d-c0952280e08d"
"0334861a-53c5-4663-b7e8-298da84e459b","cpu-provider_gcp-type_n1_n1_highcpu_96_sandy_bridge","a03c1b4c-f743-41b9-914d-c0952280e08d"
"034741c1-f80f-47e9-acd9-d9ff0be7e305","waste-type_household_residual_waste-disposal_method_composting","cb7ff96a-0828-401d-874d-010a9c524d2e"
"034fced0-5897-4134-88b1-effbb49976c7","cpu-provider_aws-type_t4g.micro_graviton2","a03c1b4c-f743-41b9-914d-c0952280e08d"
"03533eb2-64b0-4b54-acba-c927540e1dc4","building_materials-type_concrete-components_50_percent_ggbs_cement_replacement-total_cementitious_content_380_kg_per_m3","f648aadb-00b2-49b1-97e1-6f64a4df28b6"
"036973b6-a9f5-4ac6-acb8-850476d26de2","cpu-provider_gcp-type_e2_e2_standard_4_broadwell","a03c1b4c-f743-41b9-914d-c0952280e08d"
"0371b8af-f1b2-475e-a8be-f047a789c6a9","cpu-provider_aws-type_r5d.8xlarge_xeon_platinum_8259cl","a03c1b4c-f743-41b9-914d-c0952280e08d"
"0376decb-db35-4ae4-95b1-417bed79780e","heat_and_steam-type_plant_small_natural_gas","d263b9bc-9deb-4617-b035-9a08bdf28857"
"037fd497-2caa-48e2-a8a3-403a107fd94f","cpu-provider_azure-region_united_arab_emirates_central","a03c1b4c-f743-41b9-914d-c0952280e08d"
"0384fad6-ce11-4b85-91cd-38503077562a","metals-type_other_aluminum_rolling_drawing_and_extruding","a91d5059-7781-4832-ba3c-722ed7311f8c"
"03ab1d4c-7fb6-4247-b657-a26bccc6d38e","fuel-type_plastics-fuel_use_stationary","912aa14c-8806-4b25-89b2-5beb05e7eaab"
"03b23e71-7e55-4f4b-813e-ef23fba7f448","consumer_goods-type_wines","88602077-c287-4b2c-a90d-2519b56a6a4f"
"03c3dc14-791e-4202-8aad-b82f40508d78","livestock_farming-type_pig_meat-origin_region_global","63580f04-c8fa-461a-af2f-852351a37ae1"
"03cfcf05-aef4-46ae-825d-aec565bd5c5c","sea_freight-vessel_type_convoy_pushed-route_type_inland_rhine_main_danube_canal-vessel_length_6_barges-tonnage_na-fuel_source_na","08640fa1-c861-49dc-9c8c-a43e574d71a0"
"03cfde57-cc78-4cfd-989a-f7bcb39487fc","consumer_goods-type_dog_cat_food","9abba865-046d-4d64-af18-4dbdbfcdc96b"
"03d61f60-8040-421c-98e8-d15d14064d58","heat_and_steam-type_solar_hot_water_flat","d263b9bc-9deb-4617-b035-9a08bdf28857"
"03e09d58-91fe-47c5-85e9-c302947ebacb","building_materials-type_asphalt_closed_loop_source","f648aadb-00b2-49b1-97e1-6f64a4df28b6"
"03e5e869-5841-4a40-8c96-65a454a19262","chemicals-type_pesticides_and_other_agricultural_chemicals","0fd8c166-a88e-4185-8eb4-84a8c77670cf"
"03eafd89-4114-4259-8fb7-2f5914914b0c","cpu-provider_azure-type_constrained_vcpus_capable_e96_48as_v4","a03c1b4c-f743-41b9-914d-c0952280e08d"
"03fcc0c2-ca56-41db-856d-c3f8fb576a4a","consumer_goods-type_combined_oil_blended_vegetable_oils-origin_region_multi_region","88602077-c287-4b2c-a90d-2519b56a6a4f"
"04017fd8-b2b2-4adf-8c87-8a9707bb852e","consumer_services-type_all_other_automotive_repair_and_maintenance","6e143092-92a7-499f-9723-e1e5c872c655"
"040574cf-8ea6-46b7-b96c-a672bfd086b6","passenger_vehicle-vehicle_type_car-fuel_source_petrol_phev_electricity_consumption-engine_size_gt_1350cc_lt_1600cc-vehicle_age_post_2015-vehicle_weight_na","4a29213c-89f5-4a69-abf5-d8c4f46d56ee"
"0414ffd5-eecb-4b0f-9e7b-cee55b3344d6","fuel-type_other_petroleum_gas_net-fuel_use_na","912aa14c-8806-4b25-89b2-5beb05e7eaab"
"041bb907-b291-44bb-9ea7-4aefc5d8a997","fuel-type_petroleum_lubricating_oil_and_grease_manufacturing-fuel_use_na","912aa14c-8806-4b25-89b2-5beb05e7eaab"
"041f103f-4290-480d-a76a-7495f497122f","waste-type_mixed_plastics-disposal_method_landfilled","59ec621c-0342-44bb-9bcb-84f128585a1f"
"0424ad7a-4fd8-4249-97ff-4de68110e1e8","consumer_goods-type_coin_operated_laundries_and_drycleaners","02fcbf7f-a151-4b38-af21-a38f739ffe63"
"04340b09-25ed-4c8d-829d-e44e085f94fb","fuel-type_sludge_biogas_bio_100_net-fuel_use_na","912aa14c-8806-4b25-89b2-5beb05e7eaab"
"0439c91e-8392-476d-a012-6bf6df4af52e","electricity-supply_grid-source_supplier_mix-use_sanitary_hot_water","dd61d2d0-ce16-4e7e-a197-f9b122923656"
"043c2f4d-1d17-4ef3-9c20-4840088e9eea","mined_materials-type_mineral_oil_closed_loop_source","bceb2509-ba97-48f7-9c6b-566da23bedfe"
"044241cf-766a-4eab-9db7-6286670592c0","cpu-provider_azure-type_nc_series_promo_nc12_promo","a03c1b4c-f743-41b9-914d-c0952280e08d"
"0447f3e0-0f85-43a0-9b0d-6f51c6f3f940","cpu-provider_gcp-type_e2_shared_core_e2_small_epyc_2nd_gen","a03c1b4c-f743-41b9-914d-c0952280e08d"
"044c9ece-54f6-4c0a-be98-b5a5e9d152d3","cpu-provider_aws-type_db.r5.12xlarge_xeon_platinum_8175m","a03c1b4c-f743-41b9-914d-c0952280e08d"
"0454bed8-6bc0-4cfb-bf90-b3c90f32d570","sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gt_100dwkt-fuel_source_mgo-distance_uplift_excluded","08640fa1-c861-49dc-9c8c-a43e574d71a0"
"045ceaae-3af6-4f39-a550-bb6aeb07063a","fuel-type_coal_sub_bituminous-fuel_use_stationary","912aa14c-8806-4b25-89b2-5beb05e7eaab"
